Name,Rating,Address,Reviews
Luke's Lobster FiDi,4.3,"26 S William St, New York, NY 10004","[""Tasty but expensive!! \n\nI had been wanting to try Luke's months as friends have told me i would love their lobster roll.  \n\nWe ordered a lobster roll,..."", ""Expensive but it's always a treat! Ordered lobster, crab and snow crab. All super fresh and sweet!! They offer 4oz & 6oz for 2 different prices. Crab is..."", 'Despite its limited seating, we decided to dine inside. Many delivery drivers popped in and out during our meal - leading me to believe this would be the...']"
Tofu Tofu,4.6,"96 Bowery, New York, NY 10013","['TofuTofu has delicious fried Chicken. I like to go with my friends to this restaurant--lots of great food.', ""Guilty! We went to a Korean place in Chinatown! \n\nNot all Korean places are the same general genre. I'm from SoCal and the vast number of K places outside..."", ""Solid spot that will fulfill your craving for soondubu if you're ever in Chinatown/st marks/LES. Got the seafood tofu soup combo w/ LA galbi (25.99 during...""]"
San Marzano Pasta Fresca,3.8,"117 Second Ave, New York, NY 10003","[""Wonderful service and food! can't wait to come back\n\nSanae was a lovely waitress\nthank you!"", ""Service was nice very nice woman didn't happen to catch her name but the pasta was great"", ""I went here a few weeks ago for my friend's birthday but I'd been pretty interested in this spot for a while. I didn't know if it was just another Italian...""]"
Verge,4.7,"159 Franklin St, Brooklyn, NY 11222","['I wish my friend who introduce me to this great restaurant (her favorite place) still lived in the area because we will probably hang out at this place...', 'SOLID sushi spot in Greenpoint. The first time I came here (3ish months ago), all the sushi was great but then we ordered the Filet Mignon w/ Foie Gras and...', 'The sushi was absolutely wonderful, as was the miso cod entree. My boyfriend got the octopus which he said was also quite good. We ordered takeout, but...']"
Tanner Smiths,4.3,"204 W 55th St, New York, NY 10019","['I visited on a Thursday night and was pleasantly surprised at being sat immediately.\n\nI tried a few appetizers:  the everything pretzel, the oxtail...', ""Came here for St Patrick's day brunch, hostess was checking IDs at the door (which I totally understand) however my boyfriend is clearly older and made a..."", ""Visited this establishment around 11pm on a Friday night and was able to get a bar seat almost immediately. For a table, we'd have to go upstairs to talk to...""]"
Steam - Shanghai Asian Fusion,4.5,"470 6th Ave, New York, NY 10011","[""Loved it!! Did my research on where could I have the best soup dumplings in the city and this is for sure the place. I don't know about technique but the..."", 'Clean and friendly environment. It was a raining afternoon around 4:30pm and the place is still full, this tells you how good this place is. \n\nI dine here...', '4 stars experience overall. Good service, modern restaurant, clean bathroom \nXiaolongbao: A. Get. Much better than joes dumpling. Thin dumpling skin that...']"
Tonii’s Fresh Rice Noodle,4.4,"83 Bayard St, New York, NY 10013","['Good cheap eat! I got an order of beef rice rolls for $6. I ate it in the store while it was fresh and hot. The rice noodles are thin, smooth, and bouncy....', ""The rice rolls here always SLAPS!! Tonii's is rightfully popular, as their food is fresh, comforting, and delicious! I love getting Tonii's Special Rice..."", ""On the journey of finding the best rice crepes in NYC, I finally made it to Tonii's Fresh Rice Noodle. One thing that stood out was that they have a huge...""]"
Prime Meat Rokko,4.6,"783 9th Ave, New York, NY 10019","[""Pork meats are sooo fat, I couldn't eat the meats at all, and it's not crispy, and it's a bit pricey, the desert is fine."", ""Husband approved!\n\nI was just searching one day for some japanese/katsu places in NY and I'm glad to have come across this place!\n\nWe just had to get their..."", 'Stopped by for lunch and had their tonkatsu lunch special with fatback. Delicious! Every condiment had its place, and the wait staff was incredibly kind and...']"
Xu's Public House,3.9,"15 Union Square W, New York, NY 10003","['What a wonderful find. We were in the mood for Chinese and found this place around the block. My oh my probably the best Chinese I have ever had. We were...', 'Food- ok but overpriced for what it is\nService- ok but will bluntly as for more tips\nAmbience- nice and has a bar \nOverall 3 out of 5 stars', 'Went with a party on a Saturday night with family visiting for US open. We are Neighborhood folks and this was my first time coming here but boy did XU...']"
Chama Mama - Chelsea,4.4,"149 W 14th St, New York, NY 10011","['Whisk me away to Georgia now! Like other reviewers, this was my first time having Georgian food and I absolutely loved it. The cheese, butter, and egg bread...', 'Really tasty! Went by myself on Sunday night and no wait. Service was super fast and nice, and loved that there were several sections.\n\nOnly complaint is I...', 'This was my first time trying Georgian food and it left a great first impression! The adjaruli khachapuri was by far the standout of the meal, but the...']"
TAGMO,4.1,"226 Front St, New York, NY 10038","[""(Overall: D) - Tagmo is an upscale Indian restaurant on the Michelin Guide, which I'd assume would be a relatively safe choice to try. Unfortunately, their..."", 'I treated myself to a solo happy hour after finishing a work assignment for now, lol. This spot is walking distance from the job and discovered that they...', 'Tagmo was a perfectly fine Indian restaurant in the Seaport area, but what really stood out to me were their Indian sweets, which are called Mithai. My...']"
El Zason,4.1,"491 Atlantic Ave, Brooklyn, NY 11217","[""So delicious you'll forget to take photos in time. But I promise it looked good plated. \n\nGreat clean local Mexican spot. Great bartender / waitress. We had..."", ""I was craving nachos for the month of June. I don't know why but I had to have it. This place came up on my quick search. It was close to my apt and gym and..."", ""The food tastes really good and fresh, and there's just a right amount every time.\n\nThe waitress (Vicky) was very nice and respectful. The bartender also...""]"
Cafe Habana,4,"17 Prince St, New York, NY 10012","['The trip to Nolita is well worth the buzz surrounding their renowned Corn Y Cubano! During the years I worked in this neighborhood, I would get weekly...', ""The steak sandwich was delicious!! I also had the frozen margarita which was fire. Fries were a tiny bit soggy so I'd suggest asking for extra crispy if you..."", 'The Mexican corn was nicely grilled and seasoned. and the  Cascadia portion was very generous and tasty. pollo midador the chicken breast was on the thin...']"
Berimbau Brazilian Kitchen - Midtown,4.8,"3 West 36th St, New York, NY 10018","['I came here to celebrate my birthday with my boyfriend. The ambiance is chill but the decor definitely transports you to a tropical country. I loved the...', ""My first time trying Brazilian food and it was super fun! Came here with friends for a early birthday celebration and I don't think I could ever go back to..."", 'This place was incredible. Came with a group of friends and everyone tried different things. (They were all very happy with what they ordered) Personally I...']"
Marian's,4.3,"24 Greenwich Ave, New York, NY 10011","['This place was a little expensive, but cute and overall underrated for Italian food. Everything we ordered was good, but the highlights were absolutely the...', ""Went to Marian's for Valentine's Day 2024 and loved it! The vibe is very unpretentious while still being nice and unique. Staff is attentive but also..."", ""We needed a late night meal and stopped by at Marian's. Pretty pricey and during this season, didn't have too much filling items on the menu. We did get the...""]"
Leroy's,4.2,"195 Franklin St, Brooklyn, NY 11222","['PRO TIP: Get the scotch egg, and the fried chicken sandwich we enjoyed more than the burger \n\nFried Chicken Sandwich was really good, and packs a reallllly...', ""I LOVE THIS PLACE!!\n\nStaff members are so amazing and I've been coming here for over a month. Tried soo many things but dinner tonight completely blew my..."", 'Went here for drinks and food\nThey had no reservations avialble and we took our chances\nSat at bar bartender was skilled and great conversationalist\nScotch...']"
Monarch Restaurant,4.4,"146 Metropolitan Ave, Brooklyn, NY 11249","['Came here from brunch and can say was pleasantly surprised by how great to food is! We ordered the Black Sesame French Toast and the Hungry Bear Breakfast,...', 'Modern East Asian restaurant with a full cocktail bar. We dined in on a Monday night and were seated immediately. Menu is well organized and vegetarian...', 'The ambiance in this place is so nice. The decor is very pretty and well thought out, props to the interior designer. The lighting is moody as well, great...']"
The Wren,3.9,"344 Bowery, New York, NY 10012","[""Our organization had an after-party/cocktail hour downstairs. Despite the massive turnout, the night didn't feel all that cramped in the beginning. The..."", ""Stopped here around 3PM on a rainy Sunday. There were enough people in that didn't make it empty which was nice. The cocktails were interesting but none of..."", 'Wonderful staff, food, service and drinks. I came here for a company holiday party and the staff were amazing. From the initial planning to the execution of...']"
El Mate,4.6,"550 Court St, Brooklyn, NY 11231","['If you are in Carroll Gardens eat here! We ended up in the area, searching last minute for a place to eat. Luckily we found this gem. The outside of the...', 'We were meeting some friends at Queue Beer around the corner for drinks (also highly recommend) and wanted to get some dinner nearby first, so a quick check...', 'How to finish your year strong? Go to Brooklyn. Walk around. Come across a small restaurant with an Argentinian flag in Carroll Gardens. Have one of the...']"
Dutch Freds,4.5,"307 W 47th St, New York, NY 10036","['Nestled in the heart of the city, this hidden gem promises an unparalleled dining experience that goes beyond the ordinary. The understated elegance of the...', ""I narrowed down a list of ten restaurants close to our hotel. Before the concert, Dutch Freds was my best friend's restaurant of choice. The ambiance was..."", 'Limited menu but the hamburger was great for between shows \n\nService was prompt and friendly']"
Fishmarket II,4.6,"171 Avenue A, New York, NY 10009","['So happy that I found another solid Malaysian food place in the city!! As someone who visited Singapore and KL often growing up, I have been on the hunt for...', ""I can't say enough good things about this place! I came here because of the perfect 5 stars on Yelp and Mama did NOT disappoint!!!!!! \nI had made a..."", '- everything was amazing from the throw back 90s alternative rock music to the absolutely delightful server (Heather), Alex the bartender is also great\n-...']"
Meduza Mediterrania - New York,4.1,"657 Hudson St, New York, NY 10014","['Amazing place, the vibe, the ambiance, the decor, Everything! \n\nThe food was great and drinks have a great unique touch. The only thing i would say was that...', '1. EXCESSIVELY loud. If you enjoy screaming at the dinner table or only being able to talk to only the one person closest to you, this is the restaurant for...', 'Came the weekend before Valentines Day and this place was PACKED!!! \nThe food was mostly good. The oysters were great, the tuna tartare was fantastic, and...']"
Stella's,4.6,"321 9th St, Brooklyn, NY 11215","[""Went for my mom's 88th.birthday and it was the best choice I have ever made!\n\nThe service ,the delicious food and the ambience exceeded my..."", ""Oh, STELLA!! What a wonderful experience! Unfortunately, i didn't take pics, but trust me, the food is AHHHMAZING!. Stella's  is very clean and cute..."", 'Food is delicious and filling. 2 weeks ago I tried the jerk salmon and it was cooked extremely well. \nLast night I ordered the jerk chicken with rice and...']"
Awesum Dimsum,4.6,"160 E 23rd St, New York, NY 10010","['4.5 stars \n\nNot your typical dim sum place. No waiter service.  You order at a kiosk, and then a buzzer alert you when your food is ready. \n\nHaving said...', ""Came here for the awesome reviews but was pretty disappointed... \n\nFirst I'll say I loved the self order kiosk... but then you had to go to the cashier to..."", 'One of the biggest surprises to me was enjoying Awesum Dimsum, which aside from the cheesy name, lived up to the hype. It also made me realize how much I...']"
Nish Nush,4.5,"88 Reade St, New York, NY 10013","['Delicious and filing portions. I recommend sabich sandwiches. The interior is very unique with the framed glass wall.', 'Delicious! And the portions are huge. Our group of 4 each ordered the falafel trio and it may have been too much but we did our best to eat it all \nMy...', 'Always great service and great food! A lot of vegetarian options. The spicy falafel is delicious!']"
Mezcali,3.9,"83 Maiden Ln, New York, NY 10038","['My coworkers and I headed to Mezcali for lunch the other day, as it was open on Mondays and convenient to where we had planned to get together.  The...', 'Mezcali serves excellent modern Mexican food with great service in a classy atmosphere, with prices matching its location. I imagine the place being usually...', ""First day in New York for a weekend vacation. After dropping our things at the hotel; we took a little break all and ran into Mezcali. If you haven't...""]"
Red Hook Lobster Pound,4,"284 Van Brunt St, Brooklyn, NY 11231","['Stumbled upon this place on a really hot day this summer, and it was perfect. They have tons of seating inside and a good amount of seating outside....', 'Uh oh, yes. This is going to be one of those breakdown reviews, also known as my longer reviews, where I break down everything I ordered and give it a...', 'Restaurant Week 2024!\n\nNew England Clam Chowder (5 out of 5)\nHot, Creamy and thick.\nLoaded with potatoes and tons of clams, I even enjoyed the celery (and I...']"
Weekends,4.1,"155 S 4th St, Brooklyn, NY 11211","[""I normally get Weekends Cafe as a delivery and it always comes packaged well (love the baby blue packing and logo it is so cute!) I've never had any..."", ""I've never been inside the place, just did takeout only. Fast and reliable service! I ordered the matcha and latte and they wrapped it up really well to..."", 'Holiday season is here and I found the perfect spot to grab a hot sandwich in Brooklyn. They have got you covered with all your breakfast sandwiches and...']"
Iris Cafe,3.9,"125 Bridge Park Drive, Brooklyn, NY 11201","['Iris Cafe is a hidden gem!  I absolutely recommend to go for brunch and order the shrimp tacos and a delicious aperol spritz or the Iris south side...', 'Iris Cafe is perfect to stop and have a meal before or after visiting the south side of Brooklyn Bridge Park or stock up on items at the market for a picnic...', ""I had really high hopes for this place. Great location, great ambiance, tasty drinks, and a great outdoor patio overlooking the city skyline. But that's...""]"
Grindhaus,4.5,"275 Van Brunt St, Brooklyn, NY 11231","[""Really enjoyed this restaurant.   It's a cute place,  great vibe,  and has a covered outdoor patio area.   Lots of nice seating options.   They don't have a..."", 'Cozy funky dining room with a menu that is unique and regularly updated. Our awesome server Erin helped us pick out just the right amount of food and made...', ""Man, that was a great meal. One of the best restaurants we've visited in Brooklyn. Lovely outdoor space, great service, too. The duck confit and waffles was...""]"
Paisley,4.3,"429 Greenwich St, New York, NY 10013","['I was staying near soho and craved for some good Indian food. Stumbled upon Paisley and was truly delighted with the service and the food. Had some...', 'Came to dinner here with two friends. I was looking forward to a wonderful dinner, and love trying new Indian restaurants. And while the food was good, the...', 'We really wanted to like, really love Paisly, but they are not anywhere near my standards. \n\nThere were several things that we got delivered, that were very...']"
The Greek,4.3,"452 Washington St, New York, NY 10013","['FABULOUS food and service!! Christian was our server and he was so helpful and attentive to our needs. Decor and vibe inside is so relaxing and inviting....', 'I had dinner here recently with some colleagues.  We got there on the earlier side, around 6pm, and the place was empty. But by the time we left, it was...', 'Was so excited to finally get here! The Greek is one of the best restaurants in NYC! When you walk in, the beautiful hanging lights & greenery make this...']"
Luana’s Tavern,4.5,"449 Court St, Brooklyn, NY 11231","[""I visited this place when it first opened, and I'm so glad I did. The interior design is stunning. They have a beautiful vintage-looking bar that takes..."", '- the tavern burger was very well made\n  the bun complemented the burger\n  burger was perfectly juicy\n  had a lot of cheese\n- tavern burger is more of a...', 'On a weekend, there was surprisingly plenty of seats both outdoors and indoors. The waitresses are very friendly and I loved how they engaged with the...']"
Pierozek,4.7,"592 Manhattan Ave, Brooklyn, NY 11222","['Had my first taste of pierogis/polish food at Pierozek, and I was blown away. I tried their Kielbasa with Meat Pierogis, Spinach and garlic piergois and...', 'This restaurant definitely is one of my favourites in NYC now.\n\nI happened to visit during the Restaurant Week, and honestly, they had one of the best...', 'Hmm maybe we had a one-off experience but we were a little disappointed. I enjoyed the homey ambiance, but I thought the food was just okay, and soured by...']"
Karasu,4,"166 Dekalb Ave, Walter's, Brooklyn, NY 11217","[""You know you have places that you just keep going back to, because it's comfortable, homie, and makes you feel good every time you leave? Thanks Karasu,..."", ""This speakeasy restaurant is hidden at the end of the hallway at Walter's so it can be difficult to find. The space is somewhat small but the ambience is..."", 'Meh, nothing too special. Would I come back? Probably not, but the ambience is nice and the whole speakeasy thing is cool....maybe for drinks.\n\nMy friend...']"
Mad for Chicken Brooklyn Heights,4,"80 Montague St, Brooklyn, NY 11201","['Mad for Chicken is a captivating name, and yet the protein was not the star of my evening. How ironic! Although I tried the vegetarian chicken, which was...', 'We passed by this restaurant a couple times, so decided to finally stop by to check it out. It was pretty empty on a Monday night though. The space is...', 'Came here on a Friday afternoon around 3:30 and it was pretty empty. Decided to get a couple of dishes to wait until happy hour which started at 4pm....']"
Shikku,4.5,"96 South St, New York, NY 10038","[""Really great sushi spot nestled within Tin Building. You're just close enough to see everything going on, but just far enough to get some quiet and enjoy..."", 'We tried the Omakase 12 course and it was outstanding from date to finish. The staff was super friendly and attentive. We loved interacting with the chef,...', 'Loved the intimate atmosphere, bar seating, and quick service. We ordered cocktails (specialty old fashioned and cherry spritz), appetizers (gem salad and...']"
Dashi Okume,4.4,"50 Norman Ave, Brooklyn, NY 11222","['Everything about dashi okume screamed well-curated! From the beautiful selection of Japanese art, clothing and home goods to the make-your-own dashi bar,...', 'Dashi Okume is part specialty grocery, part restaurant. It shares its space with another vendor. Their specialty is housemade Dashi and dashi-based...', ""I came to visit/hang out with friends in NYC and G recommended that we eat Japanese brunch at Dashi Okume. I'd heard of Dashi previously from NYT but didn't...""]"
Fong On,4.4,"81 Division St, New York, NY 10002","[""What a special little place - Fong On started as a family tofu-making business almost 100 years ago, and today it's still in the same family but updated for..."", 'This place is quite cute and cozy. Very clean and quiet as well. The outside interior is very hip and trendy. It creates a vibe where you want to go in with...', 'I love you Fong on!  Fong on!\n\nI wish I lived next door, if I did, I would walk over every morning for breakfast.  Some mornings I would pick the ginger...']"
Da Long Yi Hot Pot,4.4,"159 Canal St, Fl 2 Unit E, New York, NY 10013","['My favorite hot pot in Chinatown. My go to is Tomato with fried egg soup + Spicy beef tallow', 'This place was AMAZING. The food was amazing, they definitely mean spicy when they write spicy but it was so good. My favorite ingredient was the moong bean...', 'Went to Da Long Yi Hotpot in Chinatown for lunch today, after a great time at their Queens spot a while back. It was me and three friends, and honestly, it...']"
Chef Huang Jian Bing & Peking Duck,4.6,"635 2nd Ave, New York, NY 10016","['Came here with my dad during a trip to NYC and we were both super impressed with this small unassuming restaurant.\n\nThe restaurant was very clean and the...', ""I'm always trolling for new places to satisfy my Peking Duck addiction, so when Chef Huang's eatery came up on my Yelp feed I was really excited to try..."", 'Very good Peking duck, a playful menu with Instagram-ready highlights, and nice folks but you will have to pay a premium. \n\nI would probably give this spot...']"
Mr Bao,4.2,"208 Bedford Ave, New York, NY 11249","[""i've had this one saved for the longest time and i'm glad i finally got to try it.\n\non a road trip out of state and i figured it was on the way so we..."", 'Mr. Bao was perfect! We stopped inside and got the Pork belly Guabao, spicy chicken dumplings, spicy wontons, and broccoli garlic. It was all really great...', 'For vegetarians, this place has nothing to offer. There are a couple of vegetarian dishes, but they are not clearly labeled - at least, not all of them. We...']"
Yardbird,4.2,"Smith Street & Pacific Street, Brooklyn, NY 11201","[""The best way I can describe this little hole in the wall is a chicken shack in the middle of a backyard which happens to have seating. There's also  a..."", 'New look. New vibe. Super cool spot. You can now enter the Airstream and listen to music. Watch a game on the flatscreen. Came for a drink on a chill...', 'A couple of weeks ago, a colorful food stand appeared on the corner of Smith & Pacific, behind the Blank Street Coffee stand. The sign says YARDBIRD. That...']"
shabushabu Mayumon,4.6,"115 Division St, New York, NY 10002","['omg FABULOUS every bite is so good and i absolutely loved each moment!\n\nthe food: my favorite bites were the first couple of shabu moments with the A5 wagyu...', 'Shabu Shabu Mayumon is probably in my top 3 Shabu Shabu in the US, including another Shabu Shabu  restaurant in Beverly Hills.\n\nShabu Shabu Mayumon is...', 'I didn\'t think I\'d be impressed by ""shabu omakase"" but boy was I wrong! Every bite was absolute perfection. The chef cooks and prepare every course right in...']"
Bonafini,4.2,"663 Flatbush Ave, Brooklyn, NY 11225","[""I've both been here for brunch and have ordered pizza from here, and was very impressed both times. At brunch, our waitress was personable, offering..."", 'Extremely slow service. We waited about 50 minutes for our food to arrive. It seemed like it was a busy night since all the tables were full, but honestly...', 'The pasta boiler had just gone down right when we arrived, which was unfortunate. I was very much looking forward to trying the gnocchi. Not docking stars...']"
Wild Mirrors,4.7,"95 2nd Ave, New York, NY 10003","['Good spot nestled in the East Village not too far from a number of subway lines (F at 2nd Ave and N at 8th St). \n\nDining room is large with tables and...', 'Great food and service. Delicious fries and burger. Looking forward to trying other items on the menu.\n\nWould come again!!!', 'I was very impressed with this restaurant.\nThe burgers were on point and the lemonades were refreshing especially after a long walk. We got the Wild...']"
Forsythia,4.3,"9 Stanton St, New York, NY 10002","['Yes\n\nWe did the prix fixe option which allows each person to choose 2 appetizers, 2 entrees, and 1 dessert. We were SO FULL after.\n\nEverything we tried was...', ""Long story short - foods worth 5 stars, but service only 3, so average I'll give it 4 stars.\nService: First of all, they require 22% tip which they..."", 'About a 2-2.5: Forsythia is described as a Roman trattoria offering a menu that highlights seasonal ingredients.\n\nThey have a fixed menu for dinner, in...']"
BOM with the Wind,4.4,"1 Greene Ave, Brooklyn, NY 11238","['This the fourth time at Mom with the wind but this time was even more special because its the first time I took my partner here. Per usual on arrival there...', 'My friends and I were in the area and we stopped by for a dinner. The restaurant was empty but slowly started filling up when we were eating. The restaurant...', ""The ambience of the restaurant is nice. I came in around 7pm on a weekday and it wasn't very busy. There is a happy hour menu from 4-6pm so we unfortunately...""]"
CHILI,4.6,"13 E 37th St, New York, NY 10016","['I have eaten at about dozen Sichuan restaurants in Manhattan and Brooklyn and I would say this is the one of the top three for food.\n\nService is quick,...', 'Had to come try CHILI after hearing about it from Yelp Top 100 (in 2024)! Overall, I had a good experience with some classic dishes - sour fish soup,...', 'Came here for an early dinner on a Sunday and was seated right away without a reservation. I came with one other person and we shared the dan dan noodles...']"
Mao Mao,3.7,"1000 Bdwy, Brooklyn, NY 11221","['Mao Mao has a really cool atmosphere. You walk through the door and down the stairs to be seated. The seating is eclectic and it is hit or miss if you get a...', 'Came on a Sunday evening around 6:45pm and the place was quite empty. Ambiance was pretty dim with a huge projector screen for movies. \nThe movie theater...', 'When I heard there was a restaurant nearby with Thai street foods and movies playing, I knew I had to go. When we got there, we waited at the host booth...']"
Wayan,4.2,"20 Spring St, New York, NY 10012","['Wow!! Such an enjoyable experience here. Pro tip to make reservations (pro tip for the rest of NY restaurants in general). Ambiance is intimate, small...', 'Interesting Indonesian dishes, definitely flavorful. Wish the French fusion was a bit stronger.\n\nCorn fritters (5/5) - The corn fritters were definitely the...', ""Solid place for a modern Javanese cuisine experience. I recommend sitting in the back side as it's more open/relaxed than the busy/cozy front. The ambiance...""]"
21 Greenpoint,3.9,"21 Greenpoint Ave, Brooklyn, NY 11222","['Really disappointed with this one. While the outdoor space was beautiful, 21 Greenpoint missed the mark with most of the dishes we ordered. I had the steak...', 'Came here for a late brunch with a couple of friends and it was very chill. The place is bigger than it looks on the outside with nice sky-lighted seating...', 'Man with a mustache told us to get cookies elsewhere for my birthday. Very ride after spending hours and a lot of $']"
Church Of Sweden,4.5,"5 E 48th St, Manhattan, NY 10017","['I had never had a Swedish cinnamon bun before, and this was a great place to try them. Note that the cafe in the Church of Sweden is located in the basement...', 'Looking forward to trying the cinnamon buns some day soon, their cafe days are only Wednesday Saturday and Sunday because of Covid right now.\n\nAs another...', 'This is the strangest coffee shop in all of Midtown, tucked into the back of a Swedish church just off of 5th Avenue.\n\nYou have to buzz in at the front to...']"
Risbo,4,"701 Flatbush Ave, Brooklyn, NY 11225","['5/5 for the food, service, and ambiance. \n\nMy first day in Brooklyn and my friend recommends this for dinner. Whew was I blown away. This is a spot with...', 'Food is tasty but overpriced for small portions served on paper plates. Took them rather long to prepare considering that most of the food was already...', 'Food was delicious, we ordered the Risbo platter and drinks and everything was mouth watering. My only complaint is that it took almost and hour to get our...']"
Nate's Detroit Style Pizza,5,"220 Atlantic Ave, Brooklyn, NY 11201","[""The best Hawaiian slice I've ever had. The crust was crispy with cheese. The dough was soft and pillowy but dense enough to make it feel filling. The..."", ""I have now been to Nate's Detroit Pizza twice. \n\nPlease take my word for it. Once you try this pizza, you won't be able to stop eating it. I travel down to..."", 'New pizza spot in the neighborhood. All Detroit style with that beautiful crispy, cheesy crust. Tried their truffle, plain, pepperoni and hot honey. All...']"
Red Fish,4.1,"26-1 1st St, Queens, NY 11102","['Excellent open air restaurant for a fresh seafood meal!\n\nMy SO and I had dinner here our second night on the island. We really enjoyed the open air yet...', ""Well for starters it says this place is located in Queens, NY but I promise I was there while in Aruba \u200d\n\nIt's good. It's. It the best seafood you've ever..."", ""This is where it's at. We knew we were in the right place when the suits started filtering in on their lunch breaks. Locals are usually a good sign and this...""]"
Lulla,4.4,"113 W 24th St, New York, NY 10011","['I was initially skeptical about eating in a hotel restaurant, especially in NYC when there are so many great restaurants but I was blown away by our meal...', 'Tucked inside the bottom floor of the Motto hotel, Lulla is truly the definition of a hidden gem! \nThis place is even more awesome because they have happy...', 'Beautiful restaurant and lovely service.  Came for an early dinner with two others and were sat right away.  The service was off to a slow start as drinks...']"
Manousheh - Bleecker,4.4,"193 Bleecker St, New York, NY 10012","['I downloaded yelp just so I could review this place. PHENOMENAL food and service. Came here with my Lebanese friend and she said this was best Lebanese food...', ""Manousheh came up when I looked for options after seeing a movie at the IFC nearby. It's perfect if you are looking for something quick and tasty. Most of..."", 'YESSSSSS. So so damn good! We got the muhamara ""bowl"" which came with the dip, bread, and bowl of mint, olives, and tomatoes. Alongside, we shared a falafel...']"
Brooklyn Noosh,4.7,"988 Atlantic Ave, Brooklyn, NY 11238","['Cute spot with lots of different spaces in it. Bartenders are nice, plenty of seating, and solid menu and food.', ""Popped by here last week while getting my AC repaired by a great guy in the lot of Autozone.  Who'd a thought?  Took my chances on the burger and it blew me..."", 'I had a delivery order and let me tell you it was absolutely disgusting, not only was the order wrong but the fries came DRENCHED in oil, they look nothing...']"
Zaytinya - New York,4,"1185 Broadway, New York, NY 10001","[""Vibes are awesome inside and service was great - solid brunch spot where it shouldn't be too hard to get a reservation. \n\nThe dishes are great to split..."", ""Service was so so so slow.\n\nFood was whatever - hommus & fish roe dip both are dry not moist.\nFried Eggplant was not bad but yogurt dip didn't pair..."", 'Sunday 2pm \n2nd time here , both for lunch .  A bit worried due to some of the reviews but I really like the location and was craving for the bread .  The...']"
Somethin on Myrtle,3.8,"503 Myrtle Ave, Brooklyn, NY 11205","['What a pleasant surprise!!! 5 stats indeed! Food amazing, Drinks are great! Lots of awesome options. This is deff a date night, special evening dishes up to...', ""I met with the girlies at Somethin On Myrtle last night for Happy Hour. This eatery recently just opened in place of one that I formerly adored, so I won't..."", 'I went to this spot over the weekend after an event with a friend. I saw it had good reviews on Google; it was Black-owned and had a menu that looked good....']"
TALEA,4.6,"61 Bergen St, Brooklyn, NY 11201","[""I love this spot and the story behind it (NY's first woman-owned brewery!). I will say it kind of smells like chlorine inside, but the decor is fabulous...."", 'New favorite brewery! Women-owned business with so many creative pours. They have lots of sours, which I love. \nOn a Sunday early afternoon it was empty and...', 'Been here a handful of times as I love sours. This is a Greenpoint based brewery and they have a nice rotating mix and are now partnering with the Bad...']"
Jazba,4.4,"207 2nd Ave, New York, NY 10003","['Appetizers were great and the meal was fantastic! We ordered vegetarian and it was delicious! Two rounds of cocktails--all super. I loved my Peepli!', 'ood is fantastic. Breaks away from traditional Indian Restaurant menu format with a fascinating selection of dishes. Service was excellent. Drinks selection...', ""Nestled in the vibrant streets of East Village, Jazba NYC is a culinary gem that encapsulates the essence of India's diverse flavors with an unparalleled...""]"
Endswell Bar & Bistro,4.3,"773 Fulton St, Brooklyn, NY 11217","['My partner and I visited Endwell late Monday evening for drinks at their bar. The space was warm and inviting. Between the candle lighting and their...', 'Came here on a Tuesday around 5:30pm, without a reservation. It seemed like reservations are recommended because it was filled quickly. Food was delicious...', 'This is the cutest spot! They have mixologist so your drink will be perfection. Wide range of cocktails and sports available. Small intimate space cute for...']"
Purepecha,4.3,"213 Smith St, Brooklyn, NY 11201","[""Wonderful food at a low price. I had the enchiladas placeras, which are basically like enchiladas but fried in salsa instead of baked. It's not a very..."", 'Such a cute whole in the wall restaurant in Brooklyn with great food at affordable prices. Came here for a late lunch and it did not miss! My boyfriend got...', ""The nachos were the absolute star of the show! Writing this is making me crave it so bad. Anyway our main dish arrived and it was good but we couldn't stop...""]"
Jose Luis Mediterranean Cuisine,4.8,"186 Ave B, New York, NY 10009","['Great back patio\nIncredibly welcoming and friendly staff\nAmazing happy hour\nCannot recommend more', ""We came in on a quiet Monday night, so there weren't too many people in the restaurant. the restaurant interior and decor make for a very cozy. The portions..."", 'Our last day in NY and I craved paella. On YELP, this restaurant had stellar reviews, so off we went to Jose Luis. Outdoor seating available, but we opted...']"
Café Mish Mosh,4.6,"50 Bowery, New York, NY 10013","['This place is awesome! Great decor. I had a few mezze dishes - hummus, pumpkin kibbeh (delicious), cauliflower, chicken wings (not oily). Luv them all. I...', 'Stopped in for a quiet dinner with my bestie. The entrance to the restaurant is very cafe-like. But the interior feels very spacious and beautifully...', 'A lovely meal by brooklyn born chef Allen Dabagh. With Cafe Mish Mosh, Chef Allen is serving up contemporary Lebanese right!  Located at 59 bowery, the...']"
Charoen Krung,4.8,"955 2nd Ave, New York, NY 10022","['this is an aesthetic and authentic thai spot serving a variety of dishes and the prettiest drinks. \n\nwe ordered:\n*khao phod tod $12 (corn fritters)\n*khao...', 'So excited to try a new thai spot in midtown with incredible mocktails/cocktails. I had the best red curry in my life there -- order their Ghang Ped Duck...', 'A new Thai restaurant that opened up a few months ago. They got my attention from all of the IG influencers that have been hyping this place up. That hype...']"
